Date;P_Mean;T_#83587;Q_#41151000;F_#41151000;P_#83587;P_#03053017
2019-08-15;0.0;17.4;0.9059;0.6501;0.0;0.0
2019-08-16;0.0;17.82;0.9059;0.6501;0.0;0.0
2019-08-17;0.0;17.84;0.9059;0.6501;0.0;0.0
2019-08-18;0.0;20.42;0.9059;0.6501;0.0;0.0
2019-08-19;0.0;23.44;0.9059;0.6501;0.0;0.0
2019-08-20;0.0;23.18;0.9059;0.6501;0.0;0.0
2019-08-21;0.0;22.4;0.9059;0.6501;0.0;0.0
2019-08-22;0.0;20.12;0.9059;0.6501;0.0;0.0
2019-08-23;0.0;19.32;0.9059;0.6501;0.0;0.0
2019-08-24;0.0;19.78;1.7787;1.2764;0.1;0.0
2019-08-25;0.0;19.84;1.2164;0.8729;0.0;0.0
2019-08-26;0.8;20.1;1.0584;0.7595;0.0;1.5
2019-08-27;2.4;20.28;1.0068;0.7225;0.0;4.8
2019-08-28;0.0;19.44;0.9561;0.6861;0.0;0.0
2019-08-29;0.0;18.36;0.9059;0.6501;0.0;0.0
2019-08-30;0.0;21.02;0.9059;0.6501;0.0;0.0
2019-08-31;21.4;23.22;0.9059;0.6501;0.0;42.7
2019-09-01;0.0;25.1;0.9059;0.6501;0.0;0.0
2019-09-02;0.0;24.68;0.9059;0.6501;0.0;0.0
2019-09-03;0.0;26.16;0.9059;0.6501;0.0;0.0
2019-09-04;0.0;26.68;0.9059;0.6501;0.0;0.0
2019-09-05;0.0;23.18;0.9059;0.6501;0.0;0.0
2019-09-06;0.0;20.9;0.9059;0.6501;0.0;0.0
2019-09-07;0.0;21.78;0.9059;0.6501;0.0;0.0
2019-09-08;4.5;21.1;0.9059;0.6501;0.0;9.0
2019-09-09;1.0;21.66;0.9059;0.6501;0.0;2.0
2019-09-10;0.1;25.32;0.8563;0.6145;0.0;0.2
2019-09-11;5.5;26.62;0.8076;0.5795;0.0;11.0
2019-09-12;36.0;27.48;0.8076;0.5795;0.0;72.0
2019-09-13;0.0;28.9;0.8076;0.5795;0.0;0.0
2019-09-14;0.0;24.1;0.8076;0.5795;0.0;0.0
2019-09-15;0.0;22.76;0.8076;0.5795;0.0;0.0
2019-09-16;0.0;23.04;0.8076;0.5795;0.0;0.0
2019-09-17;1.0;25.58;0.8076;0.5795;0.0;2.1
2019-09-18;0.0;26.54;0.712;0.5109;0.0;0.0
2019-09-19;0.0;27.98;0.712;0.5109;0.0;0.0
2019-09-20;0.0;27.36;0.712;0.5109;0.0;0.0
2019-09-21;0.0;27.56;0.712;0.5109;0.0;0.0
2019-09-22;0.0;24.04;0.712;0.5109;0.0;0.0
2019-09-23;0.0;18.88;0.712;0.5109;0.0;0.0
2019-09-24;0.0;20.48;0.712;0.5109;0.0;0.0
2019-09-25;0.0;17.82;0.8563;0.6145;0.0;0.0
2019-09-26;3.0;16.98;1.8377;1.3187;6.0;0.0
2019-09-27;7.6;20.9;2.4518;1.7594;15.1;0.0
2019-09-28;0.0;21.14;1.2702;0.9115;0.0;0.0
2019-09-29;0.0;21.9;1.1632;0.8347;0.0;0.0
2019-09-30;0.0;23.34;1.0584;0.7595;0.0;0.0
2019-10-01;0.0;23.52;0.9561;0.6861;0.0;0.0
2019-10-02;3.2;23.68;0.9059;0.6501;0.0;6.4
2019-10-03;13.2;23.46;0.9059;0.6501;0.0;26.5
2019-10-04;13.6;22.68;0.9059;0.6501;0.0;27.3
2019-10-05;8.6;23.3;0.8563;0.6145;0.0;17.2
2019-10-06;0.0;23.62;0.8076;0.5795;0.0;0.0
2019-10-07;2.1;24.5;0.8076;0.5795;4.2;0.0
2019-10-08;0.0;24.42;0.8076;0.5795;0.0;0.0
2019-10-09;0.0;24.58;0.8076;0.5795;0.0;0.0
2019-10-10;0.0;22.92;0.8076;0.5795;0.0;0.0
2019-10-11;0.0;23.18;0.8076;0.5795;0.0;0.0
2019-10-12;0.0;25.22;0.8076;0.5795;0.0;0.0
2019-10-13;0.0;25.46;0.8076;0.5795;0.0;0.0
2019-10-14;1.2;25.26;0.8076;0.5795;0.0;2.3
2019-10-15;25.0;26.04;0.8076;0.5795;0.0;50.0
2019-10-16;5.2;24.8;0.8076;0.5795;0.0;10.5
2019-10-17;6.8;25.12;0.8076;0.5795;0.0;13.5
2019-10-18;13.8;27.08;0.8076;0.5795;0.0;27.5
2019-10-19;0.0;25.98;0.8076;0.5795;0.0;0.0
2019-10-20;0.0;25.3;3.0389;2.1807;0.0;0.0
2019-10-21;4.8;23.42;1.2702;0.9115;0.0;9.7
2019-10-22;1.0;24.48;1.6622;1.1928;0.7;1.3
2019-10-23;0.0;23.78;1.4351;1.0298;0.0;0.0
2019-10-24;0.0;23.84;1.2702;0.9115;0.0;0.0
2019-10-25;0.0;25.82;0.9561;0.6861;0.0;0.0
2019-10-26;1.8;23.2;1.2702;0.9115;3.6;0.0
2019-10-27;20.3;24.6;1.2164;0.8729;16.3;24.3
2019-10-28;11.6;24.58;1.2164;0.8729;0.0;23.2
2019-10-29;1.7;23.16;1.1105;0.7969;3.4;0.0
2019-10-30;65.2;23.82;1.3796;0.99;42.9;87.5
2019-10-31;11.2;24.62;1.2164;0.8729;0.0;22.3
2019-11-01;0.0;23.12;1.2164;0.8729;0.0;0.0
2019-11-02;5.3;22.48;2.2631;1.624;10.6;0.0
2019-11-03;1.4;25.44;1.4351;1.0298;0.0;2.7
2019-11-04;0.0;28.1;1.2702;0.9115;0.0;0.0
2019-11-05;20.9;27.8;1.1105;0.7969;0.0;41.8
2019-11-06;3.0;27.32;1.0584;0.7595;6.1;0.0
2019-11-07;1.2;25.72;1.2702;0.9115;1.5;1.0
2019-11-08;0.0;25.5;1.2164;0.8729;0.0;0.0
2019-11-09;3.2;25.54;1.1632;0.8347;6.4;0.0
2019-11-10;0.0;27.18;1.9571;1.4044;0.0;0.0
2019-11-11;0.0;26.68;2.5155;1.8051;0.0;0.0
2019-11-12;0.0;22.24;1.5477;1.1106;0.0;0.0
2019-11-13;0.0;23.64;1.3796;0.99;0.0;0.0
2019-11-14;6.0;22.68;1.2164;0.8729;0.1;12.0
2019-11-15;5.8;21.1;5.7317;4.113;11.6;0.0
2019-11-16;9.4;22.16;4.2976;3.0839;18.8;0.0
2019-11-17;0.0;22.7;1.2702;0.9115;0.0;0.0
2019-11-18;0.0;20.38;1.2702;0.9115;0.0;0.0
2019-11-19;12.4;22.32;4.1525;2.9798;24.8;0.0
2019-11-20;5.5;21.58;3.0389;2.1807;11.0;0.0
2019-11-21;0.0;22.6;2.5155;1.8051;0.0;0.0
2019-11-22;2.4;22.88;3.1734;2.2772;0.1;4.7
2019-11-23;23.4;22.36;2.7741;1.9907;45.6;1.2
2019-11-24;7.0;21.62;2.5796;1.8511;14.1;0.0
2019-11-25;3.8;20.54;2.3884;1.7139;7.5;0.0
2019-11-26;0.0;22.28;2.3884;1.7139;0.0;0.0
2019-11-27;8.9;23.92;1.9571;1.4044;0.0;17.8
2019-11-28;0.0;23.64;1.6047;1.1515;0.0;0.0
2019-11-29;8.4;22.54;5.9669;4.2818;16.8;0.0
2019-11-30;7.4;22.82;4.3704;3.1362;14.8;0.0
2019-12-01;0.9;24.16;3.7956;2.7237;1.8;0.0
2019-12-02;12.2;23.1;3.5156;2.5228;24.4;0.0
2019-12-03;2.7;21.8;3.4465;2.4732;5.4;0.0
2019-12-04;0.0;22.42;2.5155;1.8051;0.0;0.0
2019-12-05;2.0;23.08;2.3256;1.6688;2.2;1.9
2019-12-06;8.6;22.44;5.6536;4.057;17.2;0.0
2019-12-07;7.2;21.9;5.3447;3.8353;14.5;0.0
2019-12-08;1.6;20.48;2.9058;2.0852;3.2;0.0
2019-12-09;0.0;22.44;2.7741;1.9907;0.0;0.0
2019-12-10;1.3;21.96;3.2411;2.3258;2.6;0.0
2019-12-11;5.3;22.48;3.2411;2.3258;10.6;0.0
2019-12-12;7.8;22.26;5.8882;4.2253;15.7;0.0
2019-12-13;2.2;24.24;4.8891;3.5084;4.4;0.0
2019-12-14;0.6;24.62;4.3704;3.1362;1.2;0.0
2019-12-15;0.4;24.4;3.0389;2.1807;0.0;0.9
2019-12-16;2.3;24.04;2.5155;1.8051;0.0;4.6
2019-12-17;0.0;25.66;2.2631;1.624;0.0;0.0
2019-12-18;0.0;26.58;2.1394;1.5352;0.0;0.0
2019-12-19;0.0;24.04;2.0782;1.4913;0.0;0.0
2019-12-20;1.0;25.02;1.9571;1.4044;2.0;0.0
2019-12-21;31.4;24.68;1.8972;1.3614;1.0;61.7
2019-12-22;0.0;26.46;2.0782;1.4913;0.0;0.0
2019-12-23;4.1;22.68;4.591;3.2945;8.2;0.0
2019-12-24;0.2;21.14;3.655;2.6228;0.4;0.0
2019-12-25;4.6;24.02;3.1059;2.2288;9.1;0.0
2019-12-26;0.0;25.42;2.4518;1.7594;0.0;0.0
2019-12-27;0.0;24.06;2.0782;1.4913;0.0;0.0
2019-12-28;1.6;24.08;2.1394;1.5352;0.0;3.2
2019-12-29;0.0;23.66;3.5852;2.5727;0.0;0.0
2019-12-30;16.4;23.7;2.7741;1.9907;5.4;27.5
2019-12-31;0.0;24.24;2.3884;1.7139;0.0;0.0
